date,year,index_price,jan_price,jan_price_monthly
1871-01-01,1871,4.44,4.44,4.44
1871-02-01,1871,4.5,4.44,NA
1871-03-01,1871,4.61,4.44,NA
1871-04-01,1871,4.74,4.44,NA
1871-05-01,1871,4.86,4.44,NA
1871-06-01,1871,4.82,4.44,NA
1871-07-01,1871,4.73,4.44,NA
1871-08-01,1871,4.79,4.44,NA
1871-09-01,1871,4.84,4.44,NA
1871-10-01,1871,4.59,4.44,NA
1871-11-01,1871,4.64,4.44,NA
1871-12-01,1871,4.74,4.44,NA
1872-01-01,1872,4.86,4.86,4.86
1872-02-01,1872,4.88,4.86,NA
1872-03-01,1872,5.04,4.86,NA
1872-04-01,1872,5.18,4.86,NA
1872-05-01,1872,5.18,4.86,NA
1872-06-01,1872,5.13,4.86,NA
1872-07-01,1872,5.1,4.86,NA
1872-08-01,1872,5.04,4.86,NA
1872-09-01,1872,4.95,4.86,NA
1872-10-01,1872,4.97,4.86,NA
1872-11-01,1872,4.95,4.86,NA
1872-12-01,1872,5.07,4.86,NA
1873-01-01,1873,5.11,5.11,5.11
1873-02-01,1873,5.15,5.11,NA
1873-03-01,1873,5.11,5.11,NA
1873-04-01,1873,5.04,5.11,NA
1873-05-01,1873,5.05,5.11,NA
1873-06-01,1873,4.98,5.11,NA
1873-07-01,1873,4.97,5.11,NA
1873-08-01,1873,4.97,5.11,NA
1873-09-01,1873,4.59,5.11,NA
1873-10-01,1873,4.19,5.11,NA
1873-11-01,1873,4.04,5.11,NA
1873-12-01,1873,4.42,5.11,NA
1874-01-01,1874,4.66,4.66,4.66
1874-02-01,1874,4.8,4.66,NA
1874-03-01,1874,4.73,4.66,NA
1874-04-01,1874,4.6,4.66,NA
1874-05-01,1874,4.48,4.66,NA
1874-06-01,1874,4.46,4.66,NA
1874-07-01,1874,4.46,4.66,NA
1874-08-01,1874,4.47,4.66,NA
1874-09-01,1874,4.54,4.66,NA
1874-10-01,1874,4.53,4.66,NA
1874-11-01,1874,4.57,4.66,NA
1874-12-01,1874,4.54,4.66,NA
1875-01-01,1875,4.54,4.54,4.54
1875-02-01,1875,4.53,4.54,NA
1875-03-01,1875,4.59,4.54,NA
1875-04-01,1875,4.65,4.54,NA
1875-05-01,1875,4.47,4.54,NA
1875-06-01,1875,4.38,4.54,NA
1875-07-01,1875,4.39,4.54,NA
1875-08-01,1875,4.41,4.54,NA
1875-09-01,1875,4.37,4.54,NA
1875-10-01,1875,4.3,4.54,NA
1875-11-01,1875,4.37,4.54,NA
1875-12-01,1875,4.37,4.54,NA
1876-01-01,1876,4.46,4.46,4.46
1876-02-01,1876,4.52,4.46,NA
1876-03-01,1876,4.51,4.46,NA
1876-04-01,1876,4.34,4.46,NA
1876-05-01,1876,4.18,4.46,NA
1876-06-01,1876,4.15,4.46,NA
1876-07-01,1876,4.1,4.46,NA
1876-08-01,1876,3.93,4.46,NA
1876-09-01,1876,3.69,4.46,NA
1876-10-01,1876,3.67,4.46,NA
1876-11-01,1876,3.6,4.46,NA
1876-12-01,1876,3.58,4.46,NA
1877-01-01,1877,3.55,3.55,3.55
1877-02-01,1877,3.34,3.55,NA
1877-03-01,1877,3.17,3.55,NA
1877-04-01,1877,2.94,3.55,NA
1877-05-01,1877,2.94,3.55,NA
1877-06-01,1877,2.73,3.55,NA
1877-07-01,1877,2.85,3.55,NA
1877-08-01,1877,3.05,3.55,NA
1877-09-01,1877,3.24,3.55,NA
1877-10-01,1877,3.31,3.55,NA
1877-11-01,1877,3.26,3.55,NA
1877-12-01,1877,3.25,3.55,NA
1878-01-01,1878,3.25,3.25,3.25
1878-02-01,1878,3.18,3.25,NA
1878-03-01,1878,3.24,3.25,NA
1878-04-01,1878,3.33,3.25,NA
1878-05-01,1878,3.34,3.25,NA
1878-06-01,1878,3.41,3.25,NA
1878-07-01,1878,3.48,3.25,NA
1878-08-01,1878,3.45,3.25,NA
1878-09-01,1878,3.52,3.25,NA
1878-10-01,1878,3.48,3.25,NA
1878-11-01,1878,3.47,3.25,NA
1878-12-01,1878,3.45,3.25,NA
1879-01-01,1879,3.58,3.58,3.58
1879-02-01,1879,3.71,3.58,NA
1879-03-01,1879,3.65,3.58,NA
1879-04-01,1879,3.77,3.58,NA
1879-05-01,1879,3.94,3.58,NA
1879-06-01,1879,3.96,3.58,NA
1879-07-01,1879,4.04,3.58,NA
1879-08-01,1879,4.07,3.58,NA
1879-09-01,1879,4.22,3.58,NA
1879-10-01,1879,4.68,3.58,NA
1879-11-01,1879,4.93,3.58,NA
1879-12-01,1879,4.92,3.58,NA
1880-01-01,1880,5.11,5.11,5.11
1880-02-01,1880,5.2,5.11,NA
1880-03-01,1880,5.3,5.11,NA
1880-04-01,1880,5.18,5.11,NA
1880-05-01,1880,4.77,5.11,NA
1880-06-01,1880,4.79,5.11,NA
1880-07-01,1880,5.01,5.11,NA
1880-08-01,1880,5.19,5.11,NA
1880-09-01,1880,5.18,5.11,NA
1880-10-01,1880,5.33,5.11,NA
1880-11-01,1880,5.61,5.11,NA
1880-12-01,1880,5.84,5.11,NA
1881-01-01,1881,6.19,6.19,6.19
1881-02-01,1881,6.17,6.19,NA
1881-03-01,1881,6.24,6.19,NA
1881-04-01,1881,6.22,6.19,NA
1881-05-01,1881,6.5,6.19,NA
1881-06-01,1881,6.58,6.19,NA
1881-07-01,1881,6.35,6.19,NA
1881-08-01,1881,6.2,6.19,NA
1881-09-01,1881,6.25,6.19,NA
1881-10-01,1881,6.15,6.19,NA
1881-11-01,1881,6.19,6.19,NA
1881-12-01,1881,6.01,6.19,NA
1882-01-01,1882,5.92,5.92,5.92
1882-02-01,1882,5.79,5.92,NA
1882-03-01,1882,5.78,5.92,NA
1882-04-01,1882,5.78,5.92,NA
1882-05-01,1882,5.71,5.92,NA
1882-06-01,1882,5.68,5.92,NA
1882-07-01,1882,6,5.92,NA
1882-08-01,1882,6.18,5.92,NA
1882-09-01,1882,6.24,5.92,NA
1882-10-01,1882,6.07,5.92,NA
1882-11-01,1882,5.81,5.92,NA
1882-12-01,1882,5.84,5.92,NA
1883-01-01,1883,5.81,5.81,5.81
1883-02-01,1883,5.68,5.81,NA
1883-03-01,1883,5.75,5.81,NA
1883-04-01,1883,5.87,5.81,NA
1883-05-01,1883,5.77,5.81,NA
1883-06-01,1883,5.82,5.81,NA
1883-07-01,1883,5.73,5.81,NA
1883-08-01,1883,5.47,5.81,NA
1883-09-01,1883,5.53,5.81,NA
1883-10-01,1883,5.38,5.81,NA
1883-11-01,1883,5.46,5.81,NA
1883-12-01,1883,5.34,5.81,NA
1884-01-01,1884,5.18,5.18,5.18
1884-02-01,1884,5.32,5.18,NA
1884-03-01,1884,5.3,5.18,NA
1884-04-01,1884,5.06,5.18,NA
1884-05-01,1884,4.65,5.18,NA
1884-06-01,1884,4.46,5.18,NA
1884-07-01,1884,4.46,5.18,NA
1884-08-01,1884,4.74,5.18,NA
1884-09-01,1884,4.59,5.18,NA
1884-10-01,1884,4.44,5.18,NA
1884-11-01,1884,4.35,5.18,NA
1884-12-01,1884,4.34,5.18,NA
1885-01-01,1885,4.24,4.24,4.24
1885-02-01,1885,4.37,4.24,NA
1885-03-01,1885,4.38,4.24,NA
1885-04-01,1885,4.37,4.24,NA
1885-05-01,1885,4.32,4.24,NA
1885-06-01,1885,4.3,4.24,NA
1885-07-01,1885,4.46,4.24,NA
1885-08-01,1885,4.71,4.24,NA
1885-09-01,1885,4.65,4.24,NA
1885-10-01,1885,4.92,4.24,NA
1885-11-01,1885,5.24,4.24,NA
1885-12-01,1885,5.2,4.24,NA
1886-01-01,1886,5.2,5.2,5.2
1886-02-01,1886,5.3,5.2,NA
1886-03-01,1886,5.19,5.2,NA
1886-04-01,1886,5.12,5.2,NA
1886-05-01,1886,5.02,5.2,NA
1886-06-01,1886,5.25,5.2,NA
1886-07-01,1886,5.33,5.2,NA
1886-08-01,1886,5.37,5.2,NA
1886-09-01,1886,5.51,5.2,NA
1886-10-01,1886,5.65,5.2,NA
1886-11-01,1886,5.79,5.2,NA
1886-12-01,1886,5.64,5.2,NA
1887-01-01,1887,5.58,5.58,5.58
1887-02-01,1887,5.54,5.58,NA
1887-03-01,1887,5.67,5.58,NA
1887-04-01,1887,5.8,5.58,NA
1887-05-01,1887,5.9,5.58,NA
1887-06-01,1887,5.73,5.58,NA
1887-07-01,1887,5.59,5.58,NA
1887-08-01,1887,5.45,5.58,NA
1887-09-01,1887,5.38,5.58,NA
1887-10-01,1887,5.2,5.58,NA
1887-11-01,1887,5.3,5.58,NA
1887-12-01,1887,5.27,5.58,NA
1888-01-01,1888,5.31,5.31,5.31
1888-02-01,1888,5.28,5.31,NA
1888-03-01,1888,5.08,5.31,NA
1888-04-01,1888,5.1,5.31,NA
1888-05-01,1888,5.17,5.31,NA
1888-06-01,1888,5.01,5.31,NA
1888-07-01,1888,5.14,5.31,NA
1888-08-01,1888,5.25,5.31,NA
1888-09-01,1888,5.38,5.31,NA
1888-10-01,1888,5.35,5.31,NA
1888-11-01,1888,5.24,5.31,NA
1888-12-01,1888,5.14,5.31,NA
1889-01-01,1889,5.24,5.24,5.24
1889-02-01,1889,5.3,5.24,NA
1889-03-01,1889,5.19,5.24,NA
1889-04-01,1889,5.18,5.24,NA
1889-05-01,1889,5.32,5.24,NA
1889-06-01,1889,5.41,5.24,NA
1889-07-01,1889,5.3,5.24,NA
1889-08-01,1889,5.37,5.24,NA
1889-09-01,1889,5.5,5.24,NA
1889-10-01,1889,5.4,5.24,NA
1889-11-01,1889,5.35,5.24,NA
1889-12-01,1889,5.32,5.24,NA
1890-01-01,1890,5.38,5.38,5.38
1890-02-01,1890,5.32,5.38,NA
1890-03-01,1890,5.28,5.38,NA
1890-04-01,1890,5.39,5.38,NA
1890-05-01,1890,5.62,5.38,NA
1890-06-01,1890,5.58,5.38,NA
1890-07-01,1890,5.54,5.38,NA
1890-08-01,1890,5.41,5.38,NA
1890-09-01,1890,5.32,5.38,NA
1890-10-01,1890,5.08,5.38,NA
1890-11-01,1890,4.71,5.38,NA
1890-12-01,1890,4.6,5.38,NA
1891-01-01,1891,4.84,4.84,4.84
1891-02-01,1891,4.9,4.84,NA
1891-03-01,1891,4.81,4.84,NA
1891-04-01,1891,4.97,4.84,NA
1891-05-01,1891,4.95,4.84,NA
1891-06-01,1891,4.85,4.84,NA
1891-07-01,1891,4.77,4.84,NA
1891-08-01,1891,4.93,4.84,NA
1891-09-01,1891,5.33,4.84,NA
1891-10-01,1891,5.33,4.84,NA
1891-11-01,1891,5.25,4.84,NA
1891-12-01,1891,5.41,4.84,NA
1892-01-01,1892,5.51,5.51,5.51
1892-02-01,1892,5.52,5.51,NA
1892-03-01,1892,5.58,5.51,NA
1892-04-01,1892,5.57,5.51,NA
1892-05-01,1892,5.57,5.51,NA
1892-06-01,1892,5.54,5.51,NA
1892-07-01,1892,5.54,5.51,NA
1892-08-01,1892,5.62,5.51,NA
1892-09-01,1892,5.48,5.51,NA
1892-10-01,1892,5.59,5.51,NA
1892-11-01,1892,5.57,5.51,NA
1892-12-01,1892,5.51,5.51,NA
1893-01-01,1893,5.61,5.61,5.61
1893-02-01,1893,5.51,5.61,NA
1893-03-01,1893,5.31,5.61,NA
1893-04-01,1893,5.31,5.61,NA
1893-05-01,1893,4.84,5.61,NA
1893-06-01,1893,4.61,5.61,NA
1893-07-01,1893,4.18,5.61,NA
1893-08-01,1893,4.08,5.61,NA
1893-09-01,1893,4.37,5.61,NA
1893-10-01,1893,4.5,5.61,NA
1893-11-01,1893,4.57,5.61,NA
1893-12-01,1893,4.41,5.61,NA
1894-01-01,1894,4.32,4.32,4.32
1894-02-01,1894,4.38,4.32,NA
1894-03-01,1894,4.51,4.32,NA
1894-04-01,1894,4.57,4.32,NA
1894-05-01,1894,4.4,4.32,NA
1894-06-01,1894,4.34,4.32,NA
1894-07-01,1894,4.25,4.32,NA
1894-08-01,1894,4.41,4.32,NA
1894-09-01,1894,4.48,4.32,NA
1894-10-01,1894,4.34,4.32,NA
1894-11-01,1894,4.34,4.32,NA
1894-12-01,1894,4.3,4.32,NA
1895-01-01,1895,4.25,4.25,4.25
1895-02-01,1895,4.19,4.25,NA
1895-03-01,1895,4.19,4.25,NA
1895-04-01,1895,4.37,4.25,NA
1895-05-01,1895,4.61,4.25,NA
1895-06-01,1895,4.7,4.25,NA
1895-07-01,1895,4.72,4.25,NA
1895-08-01,1895,4.79,4.25,NA
1895-09-01,1895,4.82,4.25,NA
1895-10-01,1895,4.75,4.25,NA
1895-11-01,1895,4.59,4.25,NA
1895-12-01,1895,4.32,4.25,NA
1896-01-01,1896,4.27,4.27,4.27
1896-02-01,1896,4.45,4.27,NA
1896-03-01,1896,4.38,4.27,NA
1896-04-01,1896,4.42,4.27,NA
1896-05-01,1896,4.4,4.27,NA
1896-06-01,1896,4.32,4.27,NA
1896-07-01,1896,4.04,4.27,NA
1896-08-01,1896,3.81,4.27,NA
1896-09-01,1896,4.01,4.27,NA
1896-10-01,1896,4.1,4.27,NA
1896-11-01,1896,4.38,4.27,NA
1896-12-01,1896,4.22,4.27,NA
1897-01-01,1897,4.22,4.22,4.22
1897-02-01,1897,4.18,4.22,NA
1897-03-01,1897,4.19,4.22,NA
1897-04-01,1897,4.06,4.22,NA
1897-05-01,1897,4.08,4.22,NA
1897-06-01,1897,4.27,4.22,NA
1897-07-01,1897,4.46,4.22,NA
1897-08-01,1897,4.75,4.22,NA
1897-09-01,1897,4.98,4.22,NA
1897-10-01,1897,4.82,4.22,NA
1897-11-01,1897,4.65,4.22,NA
1897-12-01,1897,4.75,4.22,NA
1898-01-01,1898,4.88,4.88,4.88
1898-02-01,1898,4.87,4.88,NA
1898-03-01,1898,4.65,4.88,NA
1898-04-01,1898,4.57,4.88,NA
1898-05-01,1898,4.87,4.88,NA
1898-06-01,1898,5.06,4.88,NA
1898-07-01,1898,5.08,4.88,NA
1898-08-01,1898,5.27,4.88,NA
1898-09-01,1898,5.26,4.88,NA
1898-10-01,1898,5.15,4.88,NA
1898-11-01,1898,5.32,4.88,NA
1898-12-01,1898,5.65,4.88,NA
1899-01-01,1899,6.08,6.08,6.08
1899-02-01,1899,6.31,6.08,NA
1899-03-01,1899,6.4,6.08,NA
1899-04-01,1899,6.48,6.08,NA
1899-05-01,1899,6.21,6.08,NA
1899-06-01,1899,6.07,6.08,NA
1899-07-01,1899,6.28,6.08,NA
1899-08-01,1899,6.44,6.08,NA
1899-09-01,1899,6.37,6.08,NA
1899-10-01,1899,6.34,6.08,NA
1899-11-01,1899,6.46,6.08,NA
1899-12-01,1899,6.02,6.08,NA
1900-01-01,1900,6.1,6.1,6.1
1900-02-01,1900,6.21,6.1,NA
1900-03-01,1900,6.26,6.1,NA
1900-04-01,1900,6.34,6.1,NA
1900-05-01,1900,6.04,6.1,NA
1900-06-01,1900,5.86,6.1,NA
1900-07-01,1900,5.86,6.1,NA
1900-08-01,1900,5.94,6.1,NA
1900-09-01,1900,5.8,6.1,NA
1900-10-01,1900,6.01,6.1,NA
1900-11-01,1900,6.48,6.1,NA
1900-12-01,1900,6.87,6.1,NA
1901-01-01,1901,7.07,7.07,7.07
1901-02-01,1901,7.25,7.07,NA
1901-03-01,1901,7.51,7.07,NA
1901-04-01,1901,8.14,7.07,NA
1901-05-01,1901,7.73,7.07,NA
1901-06-01,1901,8.5,7.07,NA
1901-07-01,1901,7.93,7.07,NA
1901-08-01,1901,8.04,7.07,NA
1901-09-01,1901,8,7.07,NA
1901-10-01,1901,7.91,7.07,NA
1901-11-01,1901,8.08,7.07,NA
1901-12-01,1901,7.95,7.07,NA
1902-01-01,1902,8.12,8.12,8.12
1902-02-01,1902,8.19,8.12,NA
1902-03-01,1902,8.2,8.12,NA
1902-04-01,1902,8.48,8.12,NA
1902-05-01,1902,8.46,8.12,NA
1902-06-01,1902,8.41,8.12,NA
1902-07-01,1902,8.6,8.12,NA
1902-08-01,1902,8.83,8.12,NA
1902-09-01,1902,8.85,8.12,NA
1902-10-01,1902,8.57,8.12,NA
1902-11-01,1902,8.24,8.12,NA
1902-12-01,1902,8.05,8.12,NA
1903-01-01,1903,8.46,8.46,8.46
1903-02-01,1903,8.41,8.46,NA
1903-03-01,1903,8.08,8.46,NA
1903-04-01,1903,7.75,8.46,NA
1903-05-01,1903,7.6,8.46,NA
1903-06-01,1903,7.18,8.46,NA
1903-07-01,1903,6.85,8.46,NA
1903-08-01,1903,6.63,8.46,NA
1903-09-01,1903,6.47,8.46,NA
1903-10-01,1903,6.26,8.46,NA
1903-11-01,1903,6.28,8.46,NA
1903-12-01,1903,6.57,8.46,NA
1904-01-01,1904,6.68,6.68,6.68
1904-02-01,1904,6.5,6.68,NA
1904-03-01,1904,6.48,6.68,NA
1904-04-01,1904,6.64,6.68,NA
1904-05-01,1904,6.5,6.68,NA
1904-06-01,1904,6.51,6.68,NA
1904-07-01,1904,6.78,6.68,NA
1904-08-01,1904,7.01,6.68,NA
1904-09-01,1904,7.32,6.68,NA
1904-10-01,1904,7.75,6.68,NA
1904-11-01,1904,8.17,6.68,NA
1904-12-01,1904,8.25,6.68,NA
1905-01-01,1905,8.43,8.43,8.43
1905-02-01,1905,8.8,8.43,NA
1905-03-01,1905,9.05,8.43,NA
1905-04-01,1905,8.94,8.43,NA
1905-05-01,1905,8.5,8.43,NA
1905-06-01,1905,8.6,8.43,NA
1905-07-01,1905,8.87,8.43,NA
1905-08-01,1905,9.2,8.43,NA
1905-09-01,1905,9.23,8.43,NA
1905-10-01,1905,9.36,8.43,NA
1905-11-01,1905,9.31,8.43,NA
1905-12-01,1905,9.54,8.43,NA
1906-01-01,1906,9.87,9.87,9.87
1906-02-01,1906,9.8,9.87,NA
1906-03-01,1906,9.56,9.87,NA
1906-04-01,1906,9.43,9.87,NA
1906-05-01,1906,9.18,9.87,NA
1906-06-01,1906,9.3,9.87,NA
1906-07-01,1906,9.06,9.87,NA
1906-08-01,1906,9.73,9.87,NA
1906-09-01,1906,10.03,9.87,NA
1906-10-01,1906,9.73,9.87,NA
1906-11-01,1906,9.93,9.87,NA
1906-12-01,1906,9.84,9.87,NA
1907-01-01,1907,9.56,9.56,9.56
1907-02-01,1907,9.26,9.56,NA
1907-03-01,1907,8.35,9.56,NA
1907-04-01,1907,8.39,9.56,NA
1907-05-01,1907,8.1,9.56,NA
1907-06-01,1907,7.84,9.56,NA
1907-07-01,1907,8.14,9.56,NA
1907-08-01,1907,7.53,9.56,NA
1907-09-01,1907,7.45,9.56,NA
1907-10-01,1907,6.64,9.56,NA
1907-11-01,1907,6.25,9.56,NA
1907-12-01,1907,6.57,9.56,NA
1908-01-01,1908,6.85,6.85,6.85
1908-02-01,1908,6.6,6.85,NA
1908-03-01,1908,6.87,6.85,NA
1908-04-01,1908,7.24,6.85,NA
1908-05-01,1908,7.63,6.85,NA
1908-06-01,1908,7.64,6.85,NA
1908-07-01,1908,7.92,6.85,NA
1908-08-01,1908,8.26,6.85,NA
1908-09-01,1908,8.17,6.85,NA
1908-10-01,1908,8.27,6.85,NA
1908-11-01,1908,8.83,6.85,NA
1908-12-01,1908,9.03,6.85,NA
1909-01-01,1909,9.06,9.06,9.06
1909-02-01,1909,8.8,9.06,NA
1909-03-01,1909,8.92,9.06,NA
1909-04-01,1909,9.32,9.06,NA
1909-05-01,1909,9.63,9.06,NA
1909-06-01,1909,9.8,9.06,NA
1909-07-01,1909,9.94,9.06,NA
1909-08-01,1909,10.18,9.06,NA
1909-09-01,1909,10.19,9.06,NA
1909-10-01,1909,10.23,9.06,NA
1909-11-01,1909,10.18,9.06,NA
1909-12-01,1909,10.3,9.06,NA
1910-01-01,1910,10.08,10.08,10.08
1910-02-01,1910,9.72,10.08,NA
1910-03-01,1910,9.96,10.08,NA
1910-04-01,1910,9.72,10.08,NA
1910-05-01,1910,9.56,10.08,NA
1910-06-01,1910,9.1,10.08,NA
1910-07-01,1910,8.64,10.08,NA
1910-08-01,1910,8.85,10.08,NA
1910-09-01,1910,8.91,10.08,NA
1910-10-01,1910,9.32,10.08,NA
1910-11-01,1910,9.31,10.08,NA
1910-12-01,1910,9.05,10.08,NA
1911-01-01,1911,9.27,9.27,9.27
1911-02-01,1911,9.43,9.27,NA
1911-03-01,1911,9.32,9.27,NA
1911-04-01,1911,9.28,9.27,NA
1911-05-01,1911,9.48,9.27,NA
1911-06-01,1911,9.67,9.27,NA
1911-07-01,1911,9.63,9.27,NA
1911-08-01,1911,9.17,9.27,NA
1911-09-01,1911,8.67,9.27,NA
1911-10-01,1911,8.72,9.27,NA
1911-11-01,1911,9.07,9.27,NA
1911-12-01,1911,9.11,9.27,NA
1912-01-01,1912,9.12,9.12,9.12
1912-02-01,1912,9.04,9.12,NA
1912-03-01,1912,9.3,9.12,NA
1912-04-01,1912,9.59,9.12,NA
1912-05-01,1912,9.58,9.12,NA
1912-06-01,1912,9.58,9.12,NA
1912-07-01,1912,9.59,9.12,NA
1912-08-01,1912,9.81,9.12,NA
1912-09-01,1912,9.86,9.12,NA
1912-10-01,1912,9.84,9.12,NA
1912-11-01,1912,9.73,9.12,NA
1912-12-01,1912,9.38,9.12,NA
1913-01-01,1913,9.3,9.3,9.3
1913-02-01,1913,8.97,9.3,NA
1913-03-01,1913,8.8,9.3,NA
1913-04-01,1913,8.79,9.3,NA
1913-05-01,1913,8.55,9.3,NA
1913-06-01,1913,8.12,9.3,NA
1913-07-01,1913,8.23,9.3,NA
1913-08-01,1913,8.45,9.3,NA
1913-09-01,1913,8.53,9.3,NA
1913-10-01,1913,8.26,9.3,NA
1913-11-01,1913,8.05,9.3,NA
1913-12-01,1913,8.04,9.3,NA
1914-01-01,1914,8.37,8.37,8.37
1914-02-01,1914,8.48,8.37,NA
1914-03-01,1914,8.32,8.37,NA
1914-04-01,1914,8.12,8.37,NA
1914-05-01,1914,8.17,8.37,NA
1914-06-01,1914,8.13,8.37,NA
1914-07-01,1914,7.68,8.37,NA
1914-08-01,1914,7.68,8.37,NA
1914-09-01,1914,7.68,8.37,NA
1914-10-01,1914,7.68,8.37,NA
1914-11-01,1914,7.68,8.37,NA
1914-12-01,1914,7.35,8.37,NA
1915-01-01,1915,7.48,7.48,7.48
1915-02-01,1915,7.38,7.48,NA
1915-03-01,1915,7.57,7.48,NA
1915-04-01,1915,8.14,7.48,NA
1915-05-01,1915,7.95,7.48,NA
1915-06-01,1915,8.04,7.48,NA
1915-07-01,1915,8.01,7.48,NA
1915-08-01,1915,8.35,7.48,NA
1915-09-01,1915,8.66,7.48,NA
1915-10-01,1915,9.14,7.48,NA
1915-11-01,1915,9.46,7.48,NA
1915-12-01,1915,9.48,7.48,NA
1916-01-01,1916,9.33,9.33,9.33
1916-02-01,1916,9.2,9.33,NA
1916-03-01,1916,9.17,9.33,NA
1916-04-01,1916,9.07,9.33,NA
1916-05-01,1916,9.27,9.33,NA
1916-06-01,1916,9.36,9.33,NA
1916-07-01,1916,9.23,9.33,NA
1916-08-01,1916,9.3,9.33,NA
1916-09-01,1916,9.68,9.33,NA
1916-10-01,1916,9.98,9.33,NA
1916-11-01,1916,10.21,9.33,NA
1916-12-01,1916,9.8,9.33,NA
1917-01-01,1917,9.57,9.57,9.57
1917-02-01,1917,9.03,9.57,NA
1917-03-01,1917,9.31,9.57,NA
1917-04-01,1917,9.17,9.57,NA
1917-05-01,1917,8.86,9.57,NA
1917-06-01,1917,9.04,9.57,NA
1917-07-01,1917,8.79,9.57,NA
1917-08-01,1917,8.53,9.57,NA
1917-09-01,1917,8.12,9.57,NA
1917-10-01,1917,7.68,9.57,NA
1917-11-01,1917,7.04,9.57,NA
1917-12-01,1917,6.8,9.57,NA
1918-01-01,1918,7.21,7.21,7.21
1918-02-01,1918,7.43,7.21,NA
1918-03-01,1918,7.28,7.21,NA
1918-04-01,1918,7.21,7.21,NA
1918-05-01,1918,7.44,7.21,NA
1918-06-01,1918,7.45,7.21,NA
1918-07-01,1918,7.51,7.21,NA
1918-08-01,1918,7.58,7.21,NA
1918-09-01,1918,7.54,7.21,NA
1918-10-01,1918,7.86,7.21,NA
1918-11-01,1918,8.06,7.21,NA
1918-12-01,1918,7.9,7.21,NA
1919-01-01,1919,7.85,7.85,7.85
1919-02-01,1919,7.88,7.85,NA
1919-03-01,1919,8.12,7.85,NA
1919-04-01,1919,8.39,7.85,NA
1919-05-01,1919,8.97,7.85,NA
1919-06-01,1919,9.21,7.85,NA
1919-07-01,1919,9.51,7.85,NA
1919-08-01,1919,8.87,7.85,NA
1919-09-01,1919,9.01,7.85,NA
1919-10-01,1919,9.47,7.85,NA
1919-11-01,1919,9.19,7.85,NA
1919-12-01,1919,8.92,7.85,NA
1920-01-01,1920,8.83,8.83,8.83
1920-02-01,1920,8.1,8.83,NA
1920-03-01,1920,8.67,8.83,NA
1920-04-01,1920,8.6,8.83,NA
1920-05-01,1920,8.06,8.83,NA
1920-06-01,1920,7.92,8.83,NA
1920-07-01,1920,7.91,8.83,NA
1920-08-01,1920,7.6,8.83,NA
1920-09-01,1920,7.87,8.83,NA
1920-10-01,1920,7.88,8.83,NA
1920-11-01,1920,7.48,8.83,NA
1920-12-01,1920,6.81,8.83,NA
1921-01-01,1921,7.11,7.11,7.11
1921-02-01,1921,7.06,7.11,NA
1921-03-01,1921,6.88,7.11,NA
1921-04-01,1921,6.91,7.11,NA
1921-05-01,1921,7.12,7.11,NA
1921-06-01,1921,6.55,7.11,NA
1921-07-01,1921,6.53,7.11,NA
1921-08-01,1921,6.45,7.11,NA
1921-09-01,1921,6.61,7.11,NA
1921-10-01,1921,6.7,7.11,NA
1921-11-01,1921,7.06,7.11,NA
1921-12-01,1921,7.31,7.11,NA
1922-01-01,1922,7.3,7.3,7.3
1922-02-01,1922,7.46,7.3,NA
1922-03-01,1922,7.74,7.3,NA
1922-04-01,1922,8.21,7.3,NA
1922-05-01,1922,8.53,7.3,NA
1922-06-01,1922,8.45,7.3,NA
1922-07-01,1922,8.51,7.3,NA
1922-08-01,1922,8.83,7.3,NA
1922-09-01,1922,9.06,7.3,NA
1922-10-01,1922,9.26,7.3,NA
1922-11-01,1922,8.8,7.3,NA
1922-12-01,1922,8.78,7.3,NA
1923-01-01,1923,8.9,8.9,8.9
1923-02-01,1923,9.28,8.9,NA
1923-03-01,1923,9.43,8.9,NA
1923-04-01,1923,9.1,8.9,NA
1923-05-01,1923,8.67,8.9,NA
1923-06-01,1923,8.34,8.9,NA
1923-07-01,1923,8.06,8.9,NA
1923-08-01,1923,8.1,8.9,NA
1923-09-01,1923,8.15,8.9,NA
1923-10-01,1923,8.03,8.9,NA
1923-11-01,1923,8.27,8.9,NA
1923-12-01,1923,8.55,8.9,NA
1924-01-01,1924,8.83,8.83,8.83
1924-02-01,1924,8.87,8.83,NA
1924-03-01,1924,8.7,8.83,NA
1924-04-01,1924,8.5,8.83,NA
1924-05-01,1924,8.47,8.83,NA
1924-06-01,1924,8.63,8.83,NA
1924-07-01,1924,9.03,8.83,NA
1924-08-01,1924,9.34,8.83,NA
1924-09-01,1924,9.25,8.83,NA
1924-10-01,1924,9.13,8.83,NA
1924-11-01,1924,9.64,8.83,NA
1924-12-01,1924,10.16,8.83,NA
1925-01-01,1925,10.58,10.58,10.58
1925-02-01,1925,10.67,10.58,NA
1925-03-01,1925,10.39,10.58,NA
1925-04-01,1925,10.28,10.58,NA
1925-05-01,1925,10.61,10.58,NA
1925-06-01,1925,10.8,10.58,NA
1925-07-01,1925,11.1,10.58,NA
1925-08-01,1925,11.25,10.58,NA
1925-09-01,1925,11.51,10.58,NA
1925-10-01,1925,11.89,10.58,NA
