date,year,index_price,jan_price,jan_price_monthly
1981-05-01,1981,131.7,133,NA
1981-06-01,1981,132.3,133,NA
1981-07-01,1981,129.1,133,NA
1981-08-01,1981,129.6,133,NA
1981-09-01,1981,118.3,133,NA
1981-10-01,1981,119.8,133,NA
1981-11-01,1981,122.9,133,NA
1981-12-01,1981,123.8,133,NA
1982-01-01,1982,117.3,117.3,117.3
1982-02-01,1982,114.5,117.3,NA
1982-03-01,1982,110.8,117.3,NA
1982-04-01,1982,116.3,117.3,NA
1982-05-01,1982,116.4,117.3,NA
1982-06-01,1982,109.7,117.3,NA
1982-07-01,1982,109.4,117.3,NA
1982-08-01,1982,109.7,117.3,NA
1982-09-01,1982,122.4,117.3,NA
1982-10-01,1982,132.7,117.3,NA
1982-11-01,1982,138.1,117.3,NA
1982-12-01,1982,139.4,117.3,NA
1983-01-01,1983,144.3,144.3,144.3
1983-02-01,1983,146.8,144.3,NA
1983-03-01,1983,151.9,144.3,NA
1983-04-01,1983,157.7,144.3,NA
1983-05-01,1983,164.1,144.3,NA
1983-06-01,1983,166.4,144.3,NA
1983-07-01,1983,167,144.3,NA
1983-08-01,1983,162.4,144.3,NA
1983-09-01,1983,167.2,144.3,NA
1983-10-01,1983,167.7,144.3,NA
1983-11-01,1983,165.2,144.3,NA
1983-12-01,1983,164.4,144.3,NA
1984-01-01,1984,166.4,166.4,166.4
1984-02-01,1984,157.3,166.4,NA
1984-03-01,1984,157.4,166.4,NA
1984-04-01,1984,157.6,166.4,NA
1984-05-01,1984,156.6,166.4,NA
1984-06-01,1984,153.1,166.4,NA
1984-07-01,1984,151.1,166.4,NA
1984-08-01,1984,164.4,166.4,NA
1984-09-01,1984,166.1,166.4,NA
1984-10-01,1984,164.8,166.4,NA
1984-11-01,1984,166.3,166.4,NA
1984-12-01,1984,164.5,166.4,NA
1985-01-01,1985,171.6,171.6,171.6
1985-02-01,1985,180.9,171.6,NA
1985-03-01,1985,179.4,171.6,NA
1985-04-01,1985,180.6,171.6,NA
1985-05-01,1985,184.9,171.6,NA
1985-06-01,1985,188.9,171.6,NA
1985-07-01,1985,192.5,171.6,NA
1985-08-01,1985,188.3,171.6,NA
1985-09-01,1985,184.1,171.6,NA
1985-10-01,1985,186.2,171.6,NA
1985-11-01,1985,197.5,171.6,NA
1985-12-01,1985,207.3,171.6,NA
1986-01-01,1986,208.2,208.2,208.2
1986-02-01,1986,219.4,208.2,NA
1986-03-01,1986,232.3,208.2,NA
1986-04-01,1986,238,208.2,NA
1986-05-01,1986,238.5,208.2,NA
1986-06-01,1986,245.3,208.2,NA
1986-07-01,1986,240.2,208.2,NA
1986-08-01,1986,245,208.2,NA
1986-09-01,1986,238.3,208.2,NA
1986-10-01,1986,237.4,208.2,NA
1986-11-01,1986,245.1,208.2,NA
1986-12-01,1986,248.6,208.2,NA
1987-01-01,1987,264.5,264.5,264.5
1987-02-01,1987,280.9,264.5,NA
1987-03-01,1987,292.5,264.5,NA
1987-04-01,1987,289.3,264.5,NA
1987-05-01,1987,289.1,264.5,NA
1987-06-01,1987,301.4,264.5,NA
1987-07-01,1987,310.1,264.5,NA
1987-08-01,1987,329.4,264.5,NA
1987-09-01,1987,318.7,264.5,NA
1987-10-01,1987,280.2,264.5,NA
1987-11-01,1987,245,264.5,NA
1987-12-01,1987,241,264.5,NA
1988-01-01,1988,250.5,250.5,250.5
1988-02-01,1988,258.1,250.5,NA
1988-03-01,1988,265.7,250.5,NA
1988-04-01,1988,262.6,250.5,NA
1988-05-01,1988,256.1,250.5,NA
1988-06-01,1988,270.7,250.5,NA
1988-07-01,1988,269.1,250.5,NA
1988-08-01,1988,263.7,250.5,NA
1988-09-01,1988,268,250.5,NA
1988-10-01,1988,277.4,250.5,NA
1988-11-01,1988,271,250.5,NA
1988-12-01,1988,276.5,250.5,NA
1989-01-01,1989,285.4,285.4,285.4
1989-02-01,1989,294,285.4,NA
1989-03-01,1989,292.7,285.4,NA
1989-04-01,1989,302.3,285.4,NA
1989-05-01,1989,313.9,285.4,NA
1989-06-01,1989,323.7,285.4,NA
1989-07-01,1989,331.9,285.4,NA
1989-08-01,1989,346.6,285.4,NA
1989-09-01,1989,347.3,285.4,NA
1989-10-01,1989,347.4,285.4,NA
1989-11-01,1989,340.2,285.4,NA
1989-12-01,1989,348.6,285.4,NA
1990-01-01,1990,339.97,339.97,339.97
1990-02-01,1990,330.45,339.97,NA
1990-03-01,1990,338.46,339.97,NA
1990-04-01,1990,338.18,339.97,NA
1990-05-01,1990,350.25,339.97,NA
1990-06-01,1990,360.39,339.97,NA
1990-07-01,1990,360.03,339.97,NA
1990-08-01,1990,330.75,339.97,NA
1990-09-01,1990,315.41,339.97,NA
1990-10-01,1990,307.12,339.97,NA
1990-11-01,1990,315.29,339.97,NA
1990-12-01,1990,328.75,339.97,NA
1991-01-01,1991,325.49,325.49,325.49
1991-02-01,1991,362.26,325.49,NA
1991-03-01,1991,372.28,325.49,NA
1991-04-01,1991,379.68,325.49,NA
1991-05-01,1991,377.99,325.49,NA
1991-06-01,1991,378.29,325.49,NA
1991-07-01,1991,380.23,325.49,NA
1991-08-01,1991,389.4,325.49,NA
1991-09-01,1991,387.2,325.49,NA
1991-10-01,1991,386.88,325.49,NA
1991-11-01,1991,385.92,325.49,NA
1991-12-01,1991,388.51,325.49,NA
1992-01-01,1992,416.08,416.08,416.08
1992-02-01,1992,412.56,416.08,NA
1992-03-01,1992,407.36,416.08,NA
1992-04-01,1992,407.41,416.08,NA
1992-05-01,1992,414.81,416.08,NA
1992-06-01,1992,408.27,416.08,NA
1992-07-01,1992,415.05,416.08,NA
1992-08-01,1992,417.93,416.08,NA
1992-09-01,1992,418.48,416.08,NA
1992-10-01,1992,412.5,416.08,NA
1992-11-01,1992,422.84,416.08,NA
1992-12-01,1992,435.64,416.08,NA
1993-01-01,1993,435.23,435.23,435.23
1993-02-01,1993,441.7,435.23,NA
1993-03-01,1993,450.16,435.23,NA
1993-04-01,1993,443.08,435.23,NA
1993-05-01,1993,445.25,435.23,NA
1993-06-01,1993,448.06,435.23,NA
1993-07-01,1993,447.29,435.23,NA
1993-08-01,1993,454.13,435.23,NA
1993-09-01,1993,459.24,435.23,NA
1993-10-01,1993,463.9,435.23,NA
1993-11-01,1993,462.89,435.23,NA
1993-12-01,1993,465.95,435.23,NA
1994-01-01,1994,472.99,472.99,472.99
1994-02-01,1994,471.58,472.99,NA
1994-03-01,1994,463.81,472.99,NA
1994-04-01,1994,447.23,472.99,NA
1994-05-01,1994,450.9,472.99,NA
1994-06-01,1994,454.83,472.99,NA
1994-07-01,1994,451.4,472.99,NA
1994-08-01,1994,464.24,472.99,NA
1994-09-01,1994,466.96,472.99,NA
1994-10-01,1994,463.81,472.99,NA
1994-11-01,1994,461.01,472.99,NA
1994-12-01,1994,455.19,472.99,NA
1995-01-01,1995,465.25,465.25,465.25
1995-02-01,1995,481.92,465.25,NA
1995-03-01,1995,493.15,465.25,NA
1995-04-01,1995,507.91,465.25,NA
1995-05-01,1995,523.81,465.25,NA
1995-06-01,1995,539.35,465.25,NA
1995-07-01,1995,557.37,465.25,NA
1995-08-01,1995,559.11,465.25,NA
1995-09-01,1995,578.77,465.25,NA
1995-10-01,1995,582.92,465.25,NA
1995-11-01,1995,595.53,465.25,NA
1995-12-01,1995,614.57,465.25,NA
1996-01-01,1996,614.42,614.42,614.42
1996-02-01,1996,649.54,614.42,NA
1996-03-01,1996,647.07,614.42,NA
1996-04-01,1996,647.17,614.42,NA
1996-05-01,1996,661.23,614.42,NA
1996-06-01,1996,668.5,614.42,NA
1996-07-01,1996,644.07,614.42,NA
1996-08-01,1996,662.68,614.42,NA
1996-09-01,1996,674.88,614.42,NA
1996-10-01,1996,701.46,614.42,NA
1996-11-01,1996,735.67,614.42,NA
1996-12-01,1996,743.25,614.42,NA
1997-01-01,1997,766.22,766.22,766.22
1997-02-01,1997,798.39,766.22,NA
1997-03-01,1997,792.16,766.22,NA
1997-04-01,1997,763.93,766.22,NA
1997-05-01,1997,833.09,766.22,NA
1997-06-01,1997,876.29,766.22,NA
1997-07-01,1997,925.29,766.22,NA
1997-08-01,1997,927.24,766.22,NA
1997-09-01,1997,937.02,766.22,NA
1997-10-01,1997,951.16,766.22,NA
1997-11-01,1997,938.92,766.22,NA
1997-12-01,1997,962.37,766.22,NA
1998-01-01,1998,963.36,963.36,963.36
1998-02-01,1998,1023.74,963.36,NA
1998-03-01,1998,1076.83,963.36,NA
1998-04-01,1998,1112.2,963.36,NA
1998-05-01,1998,1108.42,963.36,NA
1998-06-01,1998,1108.39,963.36,NA
1998-07-01,1998,1156.58,963.36,NA
1998-08-01,1998,1074.62,963.36,NA
1998-09-01,1998,1020.64,963.36,NA
1998-10-01,1998,1032.47,963.36,NA
1998-11-01,1998,1144.43,963.36,NA
1998-12-01,1998,1190.05,963.36,NA
1999-01-01,1999,1248.77,1248.77,1248.77
1999-02-01,1999,1246.58,1248.77,NA
1999-03-01,1999,1281.66,1248.77,NA
1999-04-01,1999,1334.76,1248.77,NA
1999-05-01,1999,1332.07,1248.77,NA
1999-06-01,1999,1322.55,1248.77,NA
1999-07-01,1999,1380.99,1248.77,NA
1999-08-01,1999,1327.49,1248.77,NA
1999-09-01,1999,1318.17,1248.77,NA
1999-10-01,1999,1300.01,1248.77,NA
1999-11-01,1999,1391,1248.77,NA
1999-12-01,1999,1428.68,1248.77,NA
2000-01-01,2000,1425.59,1425.59,1425.59
2000-02-01,2000,1388.87,1425.59,NA
2000-03-01,2000,1442.21,1425.59,NA
2000-04-01,2000,1461.36,1425.59,NA
2000-05-01,2000,1418.48,1425.59,NA
2000-06-01,2000,1461.96,1425.59,NA
2000-07-01,2000,1473,1425.59,NA
2000-08-01,2000,1485.46,1425.59,NA
2000-09-01,2000,1468.05,1425.59,NA
2000-10-01,2000,1390.14,1425.59,NA
2000-11-01,2000,1378.04,1425.59,NA
2000-12-01,2000,1330.93,1425.59,NA
2001-01-01,2001,1335.63,1335.63,1335.63
2001-02-01,2001,1305.75,1335.63,NA
2001-03-01,2001,1185.85,1335.63,NA
2001-04-01,2001,1189.84,1335.63,NA
2001-05-01,2001,1270.37,1335.63,NA
2001-06-01,2001,1238.71,1335.63,NA
2001-07-01,2001,1204.45,1335.63,NA
2001-08-01,2001,1178.5,1335.63,NA
2001-09-01,2001,1044.64,1335.63,NA
2001-10-01,2001,1076.59,1335.63,NA
2001-11-01,2001,1129.68,1335.63,NA
2001-12-01,2001,1144.93,1335.63,NA
2002-01-01,2002,1140.21,1140.21,1140.21
2002-02-01,2002,1100.67,1140.21,NA
2002-03-01,2002,1153.79,1140.21,NA
2002-04-01,2002,1111.93,1140.21,NA
2002-05-01,2002,1079.25,1140.21,NA
2002-06-01,2002,1014.02,1140.21,NA
2002-07-01,2002,903.59,1140.21,NA
2002-08-01,2002,912.55,1140.21,NA
2002-09-01,2002,867.81,1140.21,NA
2002-10-01,2002,854.63,1140.21,NA
2002-11-01,2002,909.93,1140.21,NA
2002-12-01,2002,899.18,1140.21,NA
2003-01-01,2003,895.84,895.84,895.84
2003-02-01,2003,837.03,895.84,NA
2003-03-01,2003,846.63,895.84,NA
2003-04-01,2003,890.03,895.84,NA
2003-05-01,2003,935.96,895.84,NA
2003-06-01,2003,988,895.84,NA
2003-07-01,2003,992.54,895.84,NA
2003-08-01,2003,989.53,895.84,NA
2003-09-01,2003,1019.44,895.84,NA
2003-10-01,2003,1038.73,895.84,NA
2003-11-01,2003,1049.9,895.84,NA
2003-12-01,2003,1080.64,895.84,NA
2004-01-01,2004,1132.52,1132.52,1132.52
2004-02-01,2004,1143.36,1132.52,NA
2004-03-01,2004,1123.98,1132.52,NA
2004-04-01,2004,1133.36,1132.52,NA
2004-05-01,2004,1102.78,1132.52,NA
2004-06-01,2004,1132.76,1132.52,NA
2004-07-01,2004,1105.85,1132.52,NA
2004-08-01,2004,1088.94,1132.52,NA
2004-09-01,2004,1117.66,1132.52,NA
2004-10-01,2004,1117.21,1132.52,NA
2004-11-01,2004,1168.94,1132.52,NA
2004-12-01,2004,1199.21,1132.52,NA
2005-01-01,2005,1181.41,1181.41,1181.41
2005-02-01,2005,1199.63,1181.41,NA
2005-03-01,2005,1194.9,1181.41,NA
2005-04-01,2005,1164.43,1181.41,NA
2005-05-01,2005,1178.28,1181.41,NA
2005-06-01,2005,1202.25,1181.41,NA
2005-07-01,2005,1222.24,1181.41,NA
2005-08-01,2005,1224.27,1181.41,NA
2005-09-01,2005,1225.92,1181.41,NA
2005-10-01,2005,1191.96,1181.41,NA
2005-11-01,2005,1237.37,1181.41,NA
2005-12-01,2005,1262.07,1181.41,NA
2006-01-01,2006,1278.73,1278.73,1278.73
2006-02-01,2006,1276.65,1278.73,NA
2006-03-01,2006,1293.74,1278.73,NA
2006-04-01,2006,1302.17,1278.73,NA
2006-05-01,2006,1290.01,1278.73,NA
2006-06-01,2006,1253.17,1278.73,NA
2006-07-01,2006,1260.24,1278.73,NA
2006-08-01,2006,1287.15,1278.73,NA
2006-09-01,2006,1317.74,1278.73,NA
2006-10-01,2006,1363.38,1278.73,NA
2006-11-01,2006,1388.64,1278.73,NA
2006-12-01,2006,1416.42,1278.73,NA
2007-01-01,2007,1424.16,1424.16,1424.16
2007-02-01,2007,1444.8,1424.16,NA
2007-03-01,2007,1406.95,1424.16,NA
2007-04-01,2007,1463.64,1424.16,NA
2007-05-01,2007,1511.14,1424.16,NA
2007-06-01,2007,1514.19,1424.16,NA
2007-07-01,2007,1520.71,1424.16,NA
2007-08-01,2007,1454.62,1424.16,NA
2007-09-01,2007,1497.12,1424.16,NA
2007-10-01,2007,1539.66,1424.16,NA
2007-11-01,2007,1463.39,1424.16,NA
2007-12-01,2007,1479.22,1424.16,NA
2008-01-01,2008,1378.76,1378.76,1378.76
2008-02-01,2008,1354.87,1378.76,NA
2008-03-01,2008,1316.94,1378.76,NA
2008-04-01,2008,1370.47,1378.76,NA
2008-05-01,2008,1403.22,1378.76,NA
2008-06-01,2008,1341.25,1378.76,NA
2008-07-01,2008,1257.33,1378.76,NA
2008-08-01,2008,1281.47,1378.76,NA
2008-09-01,2008,1216.95,1378.76,NA
2008-10-01,2008,968.8,1378.76,NA
2008-11-01,2008,883.04,1378.76,NA
2008-12-01,2008,877.56,1378.76,NA
2009-01-01,2009,865.58,865.58,865.58
2009-02-01,2009,805.23,865.58,NA
2009-03-01,2009,757.13,865.58,NA
2009-04-01,2009,848.15,865.58,NA
2009-05-01,2009,902.41,865.58,NA
2009-06-01,2009,926.12,865.58,NA
2009-07-01,2009,935.82,865.58,NA
2009-08-01,2009,1009.73,865.58,NA
2009-09-01,2009,1044.55,865.58,NA
2009-10-01,2009,1067.66,865.58,NA
2009-11-01,2009,1088.07,865.58,NA
2009-12-01,2009,1110.38,865.58,NA
2010-01-01,2010,1123.58,1123.58,1123.58
2010-02-01,2010,1089.16,1123.58,NA
2010-03-01,2010,1152.05,1123.58,NA
2010-04-01,2010,1197.32,1123.58,NA
2010-05-01,2010,1125.06,1123.58,NA
2010-06-01,2010,1083.36,1123.58,NA
2010-07-01,2010,1079.8,1123.58,NA
2010-08-01,2010,1087.28,1123.58,NA
2010-09-01,2010,1122.08,1123.58,NA
2010-10-01,2010,1171.58,1123.58,NA
2010-11-01,2010,1198.89,1123.58,NA
2010-12-01,2010,1241.53,1123.58,NA
2011-01-01,2011,1282.62,1282.62,1282.62
2011-02-01,2011,1321.12,1282.62,NA
2011-03-01,2011,1304.49,1282.62,NA
2011-04-01,2011,1331.51,1282.62,NA
2011-05-01,2011,1338.31,1282.62,NA
2011-06-01,2011,1287.29,1282.62,NA
2011-07-01,2011,1325.19,1282.62,NA
2011-08-01,2011,1185.31,1282.62,NA
2011-09-01,2011,1173.88,1282.62,NA
2011-10-01,2011,1207.22,1282.62,NA
2011-11-01,2011,1226.42,1282.62,NA
2011-12-01,2011,1243.32,1282.62,NA
2012-01-01,2012,1300.58,1300.58,1300.58
2012-02-01,2012,1352.49,1300.58,NA
2012-03-01,2012,1389.24,1300.58,NA
2012-04-01,2012,1386.43,1300.58,NA
2012-05-01,2012,1341.27,1300.58,NA
2012-06-01,2012,1323.48,1300.58,NA
2012-07-01,2012,1359.78,1300.58,NA
2012-08-01,2012,1403.45,1300.58,NA
2012-09-01,2012,1443.42,1300.58,NA
2012-10-01,2012,1437.82,1300.58,NA
2012-11-01,2012,1394.51,1300.58,NA
2012-12-01,2012,1422.29,1300.58,NA
2013-01-01,2013,1480.4,1480.4,1480.4
2013-02-01,2013,1512.31,1480.4,NA
2013-03-01,2013,1550.83,1480.4,NA
2013-04-01,2013,1570.7,1480.4,NA
2013-05-01,2013,1639.84,1480.4,NA
2013-06-01,2013,1618.77,1480.4,NA
2013-07-01,2013,1668.68,1480.4,NA
2013-08-01,2013,1670.09,1480.4,NA
2013-09-01,2013,1687.17,1480.4,NA
2013-10-01,2013,1720.03,1480.4,NA
2013-11-01,2013,1783.54,1480.4,NA
2013-12-01,2013,1807.78,1480.4,NA
2014-01-01,2014,1822.36,1822.36,1822.36
2014-02-01,2014,1817.04,1822.36,NA
2014-03-01,2014,1863.52,1822.36,NA
2014-04-01,2014,1864.26,1822.36,NA
2014-05-01,2014,1889.77,1822.36,NA
2014-06-01,2014,1947.09,1822.36,NA
2014-07-01,2014,1973.1,1822.36,NA
2014-08-01,2014,1961.53,1822.36,NA
2014-09-01,2014,1993.23,1822.36,NA
2014-10-01,2014,1937.27,1822.36,NA
2014-11-01,2014,2044.57,1822.36,NA
2014-12-01,2014,2054.27,1822.36,NA
2015-01-01,2015,2028.18,2028.18,2028.18
2015-02-01,2015,2082.2,2028.18,NA
2015-03-01,2015,2079.99,2028.18,NA
2015-04-01,2015,2094.86,2028.18,NA
2015-05-01,2015,2111.94,2028.18,NA
2015-06-01,2015,2099.29,2028.18,NA
2015-07-01,2015,2094.14,2028.18,NA
2015-08-01,2015,2039.87,2028.18,NA
2015-09-01,2015,1944.41,2028.18,NA
2015-10-01,2015,2024.81,2028.18,NA
2015-11-01,2015,2080.62,2028.18,NA
2015-12-01,2015,2054.08,2028.18,NA
2016-01-01,2016,1918.6,1918.6,1918.6
2016-02-01,2016,1904.42,1918.6,NA
2016-03-01,2016,2021.95,1918.6,NA
2016-04-01,2016,2075.54,1918.6,NA
2016-05-01,2016,2065.55,1918.6,NA
2016-06-01,2016,2083.89,1918.6,NA
2016-07-01,2016,2148.9,1918.6,NA
2016-08-01,2016,2170.95,1918.6,NA
2016-09-01,2016,2157.69,1918.6,NA
2016-10-01,2016,2143.02,1918.6,NA
2016-11-01,2016,2164.99,1918.6,NA
2016-12-01,2016,2246.63,1918.6,NA
2017-01-01,2017,2275.12,2275.12,2275.12
2017-02-01,2017,2329.91,2275.12,NA
2017-03-01,2017,2366.82,2275.12,NA
2017-04-01,2017,2359.31,2275.12,NA
2017-05-01,2017,2395.35,2275.12,NA
2017-06-01,2017,2433.99,2275.12,NA
2017-07-01,2017,2454.1,2275.12,NA
2017-08-01,2017,2456.22,2275.12,NA
2017-09-01,2017,2492.84,2275.12,NA
2017-10-01,2017,2557,2275.12,NA
2017-11-01,2017,2593.61,2275.12,NA
2017-12-01,2017,2664.34,2275.12,NA
2018-01-01,2018,2789.8,2789.8,2789.8
2018-02-01,2018,2705.16,2789.8,NA
2018-03-01,2018,2702.77,2789.8,NA
2018-04-01,2018,2653.63,2789.8,NA
2018-05-01,2018,2701.49,2789.8,NA
2018-06-01,2018,2754.35,2789.8,NA
2018-07-01,2018,2793.64,2789.8,NA
2018-08-01,2018,2857.82,2789.8,NA
2018-09-01,2018,2901.5,2789.8,NA
2018-10-01,2018,2785.46,2789.8,NA
2018-11-01,2018,2723.23,2789.8,NA
2018-12-01,2018,2567.31,2789.8,NA
2019-01-01,2019,2607.39,2607.39,2607.39
2019-02-01,2019,2754.86,2607.39,NA
2019-03-01,2019,2803.98,2607.39,NA
2019-04-01,2019,2903.8,2607.39,NA
2019-05-01,2019,2854.71,2607.39,NA
2019-06-01,2019,2890.17,2607.39,NA
2019-07-01,2019,2996.11,2607.39,NA
2019-08-01,2019,2897.5,2607.39,NA
2019-09-01,2019,2982.16,2607.39,NA
2019-10-01,2019,2977.68,2607.39,NA
2019-11-01,2019,3104.9,2607.39,NA
2019-12-01,2019,3176.75,2607.39,NA
2020-01-01,2020,3278.2,3278.2,3278.2
2020-02-01,2020,3277.31,3278.2,NA
2020-03-01,2020,2652.39,3278.2,NA
2020-04-01,2020,2761.98,3278.2,NA
2020-05-01,2020,2919.62,3278.2,NA
2020-06-01,2020,3104.66,3278.2,NA
2020-07-01,2020,3207.62,3278.2,NA
2020-08-01,2020,3391.71,3278.2,NA
2020-09-01,2020,3365.52,3278.2,NA
2020-10-01,2020,3418.7,3278.2,NA
2020-11-01,2020,3548.99,3278.2,NA
2020-12-01,2020,3695.31,3278.2,NA
2021-01-01,2021,3793.75,3793.75,3793.75
2021-02-01,2021,3883.43,3793.75,NA
2021-03-01,2021,3910.51,3793.75,NA
2021-04-01,2021,4141.18,3793.75,NA
2021-05-01,2021,4167.85,3793.75,NA
2021-06-01,2021,4238.49,3793.75,NA
2021-07-01,2021,4363.71,3793.75,NA
2021-08-01,2021,4454.21,3793.75,NA
2021-09-01,2021,4445.54,3793.75,NA
2021-10-01,2021,4460.71,3793.75,NA
2021-11-01,2021,4667.39,3793.75,NA
2021-12-01,2021,4674.77,3793.75,NA
2022-01-01,2022,4573.82,4573.82,4573.82
2022-02-01,2022,4435.98,4573.82,NA
2022-03-01,2022,4391.27,4573.82,NA
2022-04-01,2022,4391.3,4573.82,NA
2022-05-01,2022,4040.36,4573.82,NA
2022-06-01,2022,3898.95,4573.82,NA
2022-07-01,2022,3911.73,4573.82,NA
2022-08-01,2022,4158.56,4573.82,NA
2022-09-01,2022,3850.52,4573.82,NA
2022-10-01,2022,3726.05,4573.82,NA
2022-11-01,2022,3917.49,4573.82,NA
2022-12-01,2022,3912.38,4573.82,NA
2023-01-01,2023,3960.66,3960.66,3960.66
2023-02-01,2023,4079.68,3960.66,NA
2023-03-01,2023,3968.56,3960.66,NA
2023-04-01,2023,4121.47,3960.66,NA
2023-05-01,2023,4146.17,3960.66,NA
2023-06-01,2023,4345.37,3960.66,NA
2023-07-01,2023,4508.08,3960.66,NA
2023-08-01,2023,4457.36,3960.66,NA
2023-09-01,2023,4409.1,3960.66,NA
2023-10-01,2023,4269.4,3960.66,NA
2023-11-01,2023,4460.06,3960.66,NA
2023-12-01,2023,4685.05,3960.66,NA
2024-01-01,2024,4815.61,4815.61,4815.61
2024-02-01,2024,5011.96,4815.61,NA
2024-03-01,2024,5170.57,4815.61,NA
2024-04-01,2024,5112.49,4815.61,NA
2024-05-01,2024,5235.23,4815.61,NA
2024-06-01,2024,5415.14,4815.61,NA
2024-07-01,2024,5538,4815.61,NA
2024-08-01,2024,5478.21,4815.61,NA
2024-09-01,2024,5621.26,4815.61,NA
2024-10-01,2024,5792.32,4815.61,NA
2024-11-01,2024,5929.92,4815.61,NA
2024-12-01,2024,6010.91,4815.61,NA
2025-01-01,2025,5979.52,5979.52,5979.52
2025-02-01,2025,6038.69,5979.52,NA
2025-03-01,2025,5683.98,5979.52,NA
2025-04-01,2025,5369.5,5979.52,NA
2025-05-01,2025,5686.67,5979.52,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
